date,export_value,import_value,trade_balance
2025-01-21,10.7,1.0,1048.4
2025-01-22,10.7,1.0,1048.4
2025-01-23,10.7,1.0,1048.4
2025-01-24,10.7,1.0,1048.4
2025-01-27,10.7,1.0,1048.4
2025-02-05,6.5,-3.7,1376.8000000000002
2025-02-06,6.5,-3.7,1376.8000000000002
2025-02-07,6.5,-3.7,1376.8000000000002
2025-02-10,6.5,-3.7,1376.8000000000002
2025-02-11,6.5,-3.7,1376.8000000000002
2025-02-12,6.5,-3.7,1376.8000000000002
2025-02-13,6.5,-3.7,1376.8000000000002
2025-02-14,6.5,-3.7,1376.8000000000002
2025-02-17,6.5,-3.7,1376.8000000000002
2025-02-18,6.5,-3.7,1376.8000000000002
2025-02-19,6.5,-3.7,1376.8000000000002
2025-02-20,6.5,-3.7,1376.8000000000002
2025-02-21,6.5,-3.7,1376.8000000000002
2025-02-24,6.5,-3.7,1376.8000000000002
2025-02-25,6.5,-3.7,1376.8000000000002
2025-02-26,6.5,-3.7,1376.8000000000002
2025-02-27,6.5,-3.7,1376.8000000000002
2025-02-28,6.5,-3.7,1376.8000000000002
2025-03-03,2.3,-8.4,1705.2
2025-03-04,2.3,-8.4,1705.2
2025-03-05,2.3,-8.4,1705.2
2025-03-06,2.3,-8.4,1705.2
2025-03-07,2.3,-8.4,1705.2
2025-03-10,2.3,-8.4,1705.2
2025-03-11,2.3,-8.4,1705.2
2025-03-12,2.3,-8.4,1705.2
2025-03-13,2.3,-8.4,1705.2
2025-03-14,2.3,-8.4,1705.2
2025-03-17,2.3,-8.4,1705.2
2025-03-18,2.3,-8.4,1705.2
2025-03-19,2.3,-8.4,1705.2
2025-03-20,2.3,-8.4,1705.2
2025-03-21,2.3,-8.4,1705.2
2025-03-24,2.3,-8.4,1705.2
2025-03-25,2.3,-8.4,1705.2
2025-03-26,2.3,-8.4,1705.2
2025-03-27,2.3,-8.4,1705.2
2025-03-28,2.3,-8.4,1705.2
2025-03-31,2.3,-8.4,1705.2
2025-04-01,12.4,-4.3,1026.4
2025-04-02,12.4,-4.3,1026.4
2025-04-03,12.4,-4.3,1026.4
2025-04-07,12.4,-4.3,1026.4
2025-04-08,12.4,-4.3,1026.4
2025-04-09,12.4,-4.3,1026.4
2025-04-10,12.4,-4.3,1026.4
2025-04-11,12.4,-4.3,1026.4
2025-04-14,12.4,-4.3,1026.4
2025-04-15,12.4,-4.3,1026.4
2025-04-16,12.4,-4.3,1026.4
2025-04-17,12.4,-4.3,1026.4
2025-04-18,12.4,-4.3,1026.4
2025-04-21,12.4,-4.3,1026.4
2025-04-22,12.4,-4.3,1026.4
2025-04-23,12.4,-4.3,1026.4
2025-04-24,12.4,-4.3,1026.4
2025-04-25,12.4,-4.3,1026.4
2025-04-28,12.4,-4.3,1026.4
2025-04-29,12.4,-4.3,1026.4
2025-04-30,12.4,-4.3,1026.4
2025-05-06,8.1,-0.2,961.8
2025-05-07,8.1,-0.2,961.8
2025-05-08,8.1,-0.2,961.8
2025-05-09,8.1,-0.2,961.8
2025-05-12,8.1,-0.2,961.8
2025-05-13,8.1,-0.2,961.8
2025-05-14,8.1,-0.2,961.8
2025-05-15,8.1,-0.2,961.8
2025-05-16,8.1,-0.2,961.8
2025-05-19,8.1,-0.2,961.8
2025-05-20,8.1,-0.2,961.8
2025-05-21,8.1,-0.2,961.8
2025-05-22,8.1,-0.2,961.8
2025-05-23,8.1,-0.2,961.8
2025-05-26,8.1,-0.2,961.8
2025-05-27,8.1,-0.2,961.8
2025-05-28,8.1,-0.2,961.8
2025-05-29,8.1,-0.2,961.8
2025-05-30,8.1,-0.2,961.8
2025-06-03,4.8,-3.4,1032.2
2025-06-04,4.8,-3.4,1032.2
2025-06-05,4.8,-3.4,1032.2
2025-06-06,4.8,-3.4,1032.2
2025-06-09,4.8,-3.4,1032.2
2025-06-10,4.8,-3.4,1032.2
2025-06-11,4.8,-3.4,1032.2
2025-06-12,4.8,-3.4,1032.2
2025-06-13,4.8,-3.4,1032.2
2025-06-16,4.8,-3.4,1032.2
2025-06-17,4.8,-3.4,1032.2
2025-06-18,4.8,-3.4,1032.2
2025-06-19,4.8,-3.4,1032.2
2025-06-20,4.8,-3.4,1032.2
2025-06-23,4.8,-3.4,1032.2
2025-06-24,4.8,-3.4,1032.2
2025-06-25,4.8,-3.4,1032.2
2025-06-26,4.8,-3.4,1032.2
2025-06-27,4.8,-3.4,1032.2
2025-06-30,4.8,-3.4,1032.2
2025-07-01,5.8,1.1,1147.7
2025-07-02,5.8,1.1,1147.7
2025-07-03,5.8,1.1,1147.7
2025-07-04,5.8,1.1,1147.7
2025-07-07,5.8,1.1,1147.7
2025-07-08,5.8,1.1,1147.7
2025-07-09,5.8,1.1,1147.7
2025-07-10,5.8,1.1,1147.7
2025-07-11,5.8,1.1,1147.7
2025-07-14,5.8,1.1,1147.7
2025-07-15,5.8,1.1,1147.7
2025-07-16,5.8,1.1,1147.7
2025-07-17,5.8,1.1,1147.7
2025-07-18,5.8,1.1,1147.7
2025-07-21,5.8,1.1,1147.7
2025-07-22,5.8,1.1,1147.7
2025-07-23,5.8,1.1,1147.7
2025-07-24,5.8,1.1,1147.7
2025-07-25,5.8,1.1,1147.7
2025-07-28,5.8,1.1,1147.7
2025-07-29,5.8,1.1,1147.7
2025-07-30,5.8,1.1,1147.7
2025-07-31,5.8,1.1,1147.7
2025-08-01,7.2,4.1,982.4
2025-08-04,7.2,4.1,982.4
2025-08-05,7.2,4.1,982.4
2025-08-06,7.2,4.1,982.4
2025-08-07,7.2,4.1,982.4
2025-08-08,7.2,4.1,982.4
2025-08-11,7.2,4.1,982.4
2025-08-12,7.2,4.1,982.4
2025-08-13,7.2,4.1,982.4
2025-08-14,7.2,4.1,982.4
2025-08-15,7.2,4.1,982.4
2025-08-18,7.2,4.1,982.4
2025-08-19,7.2,4.1,982.4
2025-08-20,7.2,4.1,982.4
2025-08-21,7.2,4.1,982.4
2025-08-22,7.2,4.1,982.4
2025-08-25,7.2,4.1,982.4
2025-08-26,7.2,4.1,982.4
2025-08-27,7.2,4.1,982.4
2025-08-28,7.2,4.1,982.4
2025-08-29,7.2,4.1,982.4
2025-09-01,7.2,4.1,982.4
2025-09-02,7.2,4.1,982.4
2025-09-03,7.2,4.1,982.4
2025-09-04,7.2,4.1,982.4
2025-09-05,7.2,4.1,982.4
2025-09-08,7.2,4.1,982.4
2025-09-09,7.2,4.1,982.4
2025-09-10,7.2,4.1,982.4
2025-09-11,7.2,4.1,982.4
2025-09-12,7.2,4.1,982.4
2025-09-15,7.2,4.1,982.4
2025-09-16,7.2,4.1,982.4
2025-09-17,7.2,4.1,982.4
2025-09-18,7.2,4.1,982.4
2025-09-19,7.2,4.1,982.4
2025-09-22,7.2,4.1,982.4
2025-09-23,7.2,4.1,982.4
2025-09-24,7.2,4.1,982.4
2025-09-25,7.2,4.1,982.4
2025-09-26,7.2,4.1,982.4
2025-09-29,7.2,4.1,982.4
2025-09-30,7.2,4.1,982.4
2025-10-09,7.2,4.1,982.4
2025-10-10,7.2,4.1,982.4
2025-10-13,7.2,4.1,982.4
2025-10-14,7.2,4.1,982.4
2025-10-15,7.2,4.1,982.4
2025-10-16,7.2,4.1,982.4
2025-10-17,7.2,4.1,982.4
2025-10-20,7.2,4.1,982.4
2025-10-21,7.2,4.1,982.4
2025-10-22,7.2,4.1,982.4
2025-10-23,7.2,4.1,982.4
2025-10-24,7.2,4.1,982.4
2025-10-27,7.2,4.1,982.4
2025-10-28,7.2,4.1,982.4
2025-10-29,7.2,4.1,982.4
2025-10-30,7.2,4.1,982.4
2025-10-31,7.2,4.1,982.4
2025-11-03,7.2,4.1,982.4
2025-11-04,7.2,4.1,982.4
2025-11-05,7.2,4.1,982.4
2025-11-06,7.2,4.1,982.4
2025-11-07,7.2,4.1,982.4
2025-11-10,7.2,4.1,982.4
2025-11-11,7.2,4.1,982.4
2025-11-12,7.2,4.1,982.4
2025-11-13,7.2,4.1,982.4
2025-11-14,7.2,4.1,982.4
2025-11-17,7.2,4.1,982.4
2025-11-18,7.2,4.1,982.4
2025-11-19,7.2,4.1,982.4
2025-11-20,7.2,4.1,982.4
2025-11-21,7.2,4.1,982.4
2025-11-24,7.2,4.1,982.4
2025-11-25,7.2,4.1,982.4
2025-11-26,7.2,4.1,982.4
2025-11-27,7.2,4.1,982.4
2025-11-28,7.2,4.1,982.4
2025-12-01,7.2,4.1,982.4
2025-12-02,7.2,4.1,982.4
2025-12-03,7.2,4.1,982.4
2025-12-04,7.2,4.1,982.4
2025-12-05,7.2,4.1,982.4
2025-12-08,7.2,4.1,982.4
2025-12-09,7.2,4.1,982.4
2025-12-10,7.2,4.1,982.4
2025-12-11,7.2,4.1,982.4
2025-12-12,7.2,4.1,982.4
2025-12-15,7.2,4.1,982.4
2025-12-16,7.2,4.1,982.4
2025-12-17,7.2,4.1,982.4
2025-12-18,7.2,4.1,982.4
2025-12-19,7.2,4.1,982.4
2025-12-22,7.2,4.1,982.4
2025-12-23,7.2,4.1,982.4
2025-12-24,7.2,4.1,982.4
2025-12-25,7.2,4.1,982.4
2025-12-26,7.2,4.1,982.4
2025-12-29,7.2,4.1,982.4
2025-12-30,7.2,4.1,982.4
2025-12-31,7.2,4.1,982.4
